,no2,o3,pm10,pm25,so2,temp,dew,humidity,windspeed,winddir
2014-12-29,0.5076923076923078,0.07024793388429752,0.3382352941176471,0.4117647058823529,0.2040816326530612,0.10666666666666667,0.3216374269005848,0.6984126984126984,0.2748091603053435,0.8573542468185855
2014-12-30,0.5670329670329671,0.08677685950413222,0.3382352941176471,0.37254901960784315,0.2040816326530612,0.19466666666666668,0.4298245614035088,0.7555555555555553,0.13740458015267176,0.9002663509914177
2014-12-31,0.778021978021978,0.07024793388429752,0.5441176470588235,0.542483660130719,0.2040816326530612,0.19733333333333336,0.4064327485380117,0.6682539682539681,0.030534351145038163,0.6146788990825689
2015-01-01,0.6791208791208792,0.18801652892561982,0.5294117647058824,0.6666666666666667,0.1530612244897959,0.14133333333333334,0.36549707602339176,0.7349206349206348,0.2544529262086514,0.5543060076945843
2015-01-02,0.5670329670329671,0.12809917355371897,0.3088235294117647,0.40522875816993464,0.10204081632653061,0.24800000000000003,0.49122807017543857,0.7666666666666666,0.3536895674300255,0.665877478543948
2015-01-03,0.35604395604395606,0.16322314049586772,0.10294117647058823,0.2287581699346405,0.0510204081632653,0.28800000000000003,0.587719298245614,0.9269841269841268,0.6692111959287532,0.6117194436223735
2015-01-04,0.5186813186813187,0.29752066115702475,0.14705882352941177,0.2875816993464052,0.10204081632653061,0.22400000000000003,0.4678362573099415,0.7555555555555553,0.2697201017811705,0.2187037585084345
2015-01-05,0.6483516483516484,0.04545454545454545,0.3970588235294118,0.4967320261437908,0.0510204081632653,0.11733333333333335,0.4064327485380117,0.9539682539682537,0.08396946564885496,0.39893459603432974
2015-01-06,0.4483516483516484,0.0537190082644628,0.3088235294117647,0.42483660130718953,0.10204081632653061,0.1386666666666667,0.4269005847953216,0.9365079365079365,0.11704834605597964,0.5205682154483575
2015-01-07,0.5274725274725275,0.03719008264462809,0.27941176470588236,0.38562091503267976,0.0510204081632653,0.18133333333333335,0.48245614035087714,0.9746031746031745,0.1653944020356234,0.5457235868600178
2015-01-08,0.40659340659340665,0.23760330578512395,0.1911764705882353,0.2745098039215686,0.0510204081632653,0.33333333333333337,0.6081871345029239,0.8333333333333333,0.6513994910941476,0.6072802604320806
2015-01-09,0.27692307692307694,0.30578512396694213,0.08823529411764705,0.09803921568627451,0.0510204081632653,0.3973333333333333,0.6637426900584795,0.8015873015873016,0.5547073791348601,0.6146788990825689
2015-01-10,0.15604395604395604,0.3801652892561983,0.02941176470588236,0.058823529411764705,0.0510204081632653,0.44000000000000006,0.6871345029239766,0.7269841269841268,0.5801526717557253,0.6945841965078426
2015-01-11,0.18681318681318687,0.43181818181818177,0.16176470588235295,0.1437908496732026,0.0510204081632653,0.2906666666666667,0.47368421052631576,0.5714285714285714,0.34605597964376594,0.7377922462266943
2015-01-12,0.28571428571428575,0.3305785123966942,0.16176470588235295,0.1633986928104575,0.0510204081632653,0.30400000000000005,0.5263157894736842,0.6777777777777778,0.48600508905852424,0.5492749334122521
2015-01-13,0.33626373626373635,0.25413223140495866,0.14705882352941177,0.20261437908496732,0.0510204081632653,0.3413333333333334,0.5906432748538011,0.7571428571428571,0.6921119592875318,0.5688073394495413
2015-01-14,0.35604395604395606,0.33884297520661155,0.08823529411764705,0.10457516339869281,0.3061224489795918,0.2853333333333333,0.5116959064327485,0.6920634920634918,0.549618320610687,0.5910032554010063
2015-01-15,0.2571428571428572,0.35537190082644626,0.11764705882352941,0.1241830065359477,0.0510204081632653,0.3573333333333334,0.5760233918128654,0.6650793650793649,0.801526717557252,0.5554897898786624
2015-01-16,0.5384615384615385,0.19628099173553717,0.17647058823529413,0.2091503267973856,0.0510204081632653,0.2773333333333333,0.5263157894736842,0.7666666666666666,0.18829516539440205,0.5436519680378811
2015-01-17,0.43736263736263736,0.16322314049586772,0.2647058823529411,0.3529411764705882,0.1530612244897959,0.2,0.4473684210526315,0.7825396825396824,0.23409669211195933,0.6732761171944363
2015-01-18,0.40659340659340665,0.2210743801652892,0.22058823529411767,0.3202614379084967,0.10204081632653061,0.18933333333333335,0.42105263157894735,0.7380952380952381,0.22900763358778625,0.4533885765019237
2015-01-19,0.48791208791208796,0.11983471074380163,0.23529411764705885,0.3464052287581699,0.2040816326530612,0.1786666666666667,0.4064327485380117,0.7269841269841268,0.21119592875318066,0.8857650192364604
2015-01-20,0.6373626373626374,0.08677685950413222,0.5147058823529411,0.5620915032679739,0.1530612244897959,0.13333333333333336,0.3771929824561403,0.784126984126984,0.11959287531806617,0.4181710565255993
2015-01-21,0.5472527472527473,0.09504132231404959,0.3529411764705882,0.42483660130718953,0.10204081632653061,0.1386666666666667,0.35964912280701755,0.7095238095238094,0.18320610687022904,0.296833382657591
2015-01-22,0.5274725274725275,0.0537190082644628,0.676470588235294,0.8104575163398693,0.2551020408163265,0.11200000000000002,0.347953216374269,0.768253968253968,0.22391857506361323,0.5368452204794318
2015-01-23,0.48791208791208796,0.061983471074380146,0.6617647058823529,0.7450980392156863,0.1530612244897959,0.10666666666666667,0.3333333333333333,0.7285714285714284,0.2315521628498728,0.5332938739271974
2015-01-24,0.40659340659340665,0.14669421487603304,0.36764705882352944,0.3790849673202614,0.10204081632653061,0.17600000000000002,0.39766081871345027,0.7206349206349205,0.4910941475826972,0.7691624741047648
2015-01-25,0.5890109890109891,0.17975206611570244,0.4411764705882353,0.41830065359477125,0.1530612244897959,0.20800000000000002,0.42397660818713445,0.6857142857142857,0.10941475826972008,0.7783367860313704
2015-01-26,0.43736263736263736,0.19628099173553717,0.17647058823529413,0.2418300653594771,0.0510204081632653,0.29600000000000004,0.5614035087719298,0.8222222222222222,0.35114503816793896,0.7558449245338859
2015-01-27,0.6175824175824177,0.14669421487603304,0.3088235294117647,0.2875816993464052,0.1530612244897959,0.25333333333333335,0.47953216374269003,0.6952380952380952,0.24427480916030536,0.8410772417875112
2015-01-28,0.36703296703296706,0.30578512396694213,0.17647058823529413,0.21568627450980393,0.0510204081632653,0.28,0.5204678362573099,0.7412698412698413,0.6005089058524173,0.6522639834270495
2015-01-29,0.36703296703296706,0.35537190082644626,0.08823529411764705,0.10457516339869281,0.10204081632653061,0.23733333333333334,0.47953216374269003,0.753968253968254,0.6259541984732825,0.6522639834270495
2015-01-30,0.5186813186813187,0.31404958677685946,0.10294117647058823,0.1568627450980392,0.10204081632653061,0.1706666666666667,0.42105263157894735,0.7952380952380951,0.4096692111959288,0.7271382065699912
2015-01-31,0.37802197802197807,0.34710743801652894,0.08823529411764705,0.1895424836601307,0.0510204081632653,0.18933333333333335,0.4415204678362573,0.7952380952380951,0.3587786259541985,0.7422314294169873
2015-02-01,0.2263736263736264,0.3305785123966942,0.08823529411764705,0.13725490196078433,0.0510204081632653,0.19733333333333336,0.43859649122807015,0.7634920634920632,0.3893129770992366,0.8295353654927493
