,no2,o3,pm10,pm25,so2,temp,dew,humidity,windspeed,winddir
2019-11-07,0.5762081784386616,0.47013487475915217,0.7213114754098361,0.35238095238095246,0.0,0.6094674556213019,0.8726591760299626,0.6920943134535368,0.3319057815845824,0.4249688667496887
2019-11-08,0.42379182156133827,0.47013487475915217,0.4426229508196721,0.35238095238095246,0.039682539682539666,0.576923076923077,0.8127340823970037,0.6477115117891816,0.30406852248394,0.2910958904109589
2019-11-09,0.4423791821561338,0.4547206165703275,0.21311475409836067,0.22857142857142862,0.039682539682539666,0.4940828402366864,0.7153558052434457,0.6649098474341192,0.23340471092077086,0.3521170610211706
2019-11-10,0.2379182156133829,0.5163776493256261,0.13114754098360654,0.15238095238095242,0.039682539682539666,0.5236686390532544,0.8127340823970037,0.7586685159500693,0.2933618843683083,0.5905977584059776
2019-11-11,0.3568773234200743,0.37572254335260113,0.22950819672131145,0.18095238095238095,0.039682539682539666,0.4911242603550296,0.7602996254681648,0.7404993065187239,0.05139186295503213,0.4698007471980075
2019-11-12,0.49070631970260215,0.47013487475915217,0.45901639344262296,0.48571428571428577,0.039682539682539666,0.5384615384615385,0.8464419475655431,0.8030513176144244,0.20128479657387577,0.588107098381071
2019-11-13,0.594795539033457,0.4547206165703275,0.45901639344262296,0.561904761904762,0.0,0.4171597633136095,0.805243445692884,1.0,0.25053533190578153,0.49533001245330016
2019-11-14,0.594795539033457,0.4547206165703275,0.3114754098360656,0.561904761904762,0.0,0.4053254437869822,0.7265917602996255,0.8862690707350901,0.09421841541755889,0.2991905354919054
2019-11-15,0.30483271375464677,0.3988439306358381,0.32786885245901637,0.5904761904761906,0.11904761904761903,0.3994082840236686,0.6928838951310862,0.8210818307905686,0.0,0.4324408468244085
2019-11-16,0.20446096654275092,0.4065510597302504,0.14754098360655737,0.6857142857142858,0.07936507936507935,0.39349112426035504,0.6966292134831461,0.8588072122052705,0.12205567451820128,0.38356164383561653
2019-11-17,0.2379182156133829,0.5394990366088631,0.5901639344262296,0.6000000000000001,0.039682539682539666,0.4082840236686391,0.7378277153558053,0.8983356449375864,0.07708779443254817,0.46668742216687426
2019-11-18,0.2379182156133829,0.4065510597302504,0.39344262295081966,0.6761904761904763,0.039682539682539666,0.4260355029585799,0.805243445692884,0.9334257975034673,0.12205567451820128,0.3462017434620175
2019-11-19,0.20446096654275092,0.47784200385356446,0.2786885245901639,0.6095238095238096,0.0,0.4171597633136095,0.7715355805243446,0.9320388349514562,0.09207708779443256,0.5211706102117062
2019-11-20,0.25278810408921926,0.7283236994219653,0.4098360655737705,0.6000000000000001,0.039682539682539666,0.4260355029585799,0.805243445692884,0.9583911234396673,0.23982869379014987,0.3891656288916563
2019-11-21,0.0,0.7283236994219653,0.39344262295081966,0.6000000000000001,0.039682539682539666,0.4171597633136095,0.8314606741573034,0.9722607489597782,0.36616702355460384,0.4694894146948942
