,no2,o3,pm10,pm25,so2,temp,dew,humidity,windspeed,winddir
2014-12-30,0.3935309973045823,0.10087173100871731,0.05443548387096774,0.16885964912280702,0.2989010989010989,0.3632478632478633,0.3132743362831859,0.2632794457274827,0.4537177541729893,0.4318644067796611
2014-12-31,0.06738544474393533,0.25529265255292655,0.037298387096774195,0.046052631578947366,0.08131868131868132,0.2799145299145299,0.16637168141592923,0.13048498845265588,0.9999999999999999,0.9976271186440678
2015-01-01,0.31940700808625344,0.12079701120797011,0.0594758064516129,0.31140350877192985,0.3208791208791209,0.2542735042735043,0.17699115044247793,0.17321016166281755,0.18057663125948406,0.6223728813559322
2015-01-02,0.40566037735849064,0.06973848069738481,0.06754032258064517,0.3092105263157895,0.35604395604395606,0.30341880341880345,0.2442477876106195,0.21824480369515015,0.18057663125948406,0.41491525423728814
2015-01-03,0.6037735849056605,0.029887920298879204,0.11895161290322581,0.46271929824561403,0.8681318681318683,0.2542735042735043,0.3132743362831859,0.42032332563510394,0.01669195751138089,0.32000000000000006
2015-01-04,0.7614555256064692,0.029887920298879204,0.1461693548387097,0.5307017543859649,0.8000000000000002,0.3183760683760684,0.336283185840708,0.3810623556581987,0.125948406676783,0.42000000000000004
2015-01-05,0.5067385444743937,0.20672478206724784,0.10080645161290323,0.3815789473684211,0.8109890109890111,0.3931623931623932,0.3256637168141593,0.2771362586605081,0.5083459787556904,0.6308474576271187
2015-01-06,0.2088948787061995,0.18679950186799504,0.025201612903225805,0.10307017543859648,0.22197802197802197,0.30982905982905984,0.17345132743362834,0.1189376443418014,0.2898330804248862,0.6613559322033898
2015-01-07,0.43665768194070087,0.0448318804483188,0.0655241935483871,0.3223684210526316,0.5230769230769231,0.2606837606837607,0.26371681415929205,0.33256351039260973,0.07132018209408195,0.5193220338983051
2015-01-08,0.574123989218329,0.019925280199252805,0.10483870967741936,0.40350877192982454,0.621978021978022,0.26282051282051283,0.3592920353982301,0.5346420323325636,0.07132018209408195,0.5840677966101695
2015-01-09,0.3571428571428572,0.10585305105853052,0.03326612903225806,0.1513157894736842,0.2549450549450549,0.3183760683760684,0.2973451327433629,0.32909930715935337,0.3990895295902883,0.6294915254237288
2015-01-10,0.7398921832884098,0.034869240348692404,0.13306451612903225,0.5592105263157894,0.7340659340659341,0.3525641025641026,0.30619469026548674,0.312933025404157,0.3990895295902883,0.6298305084745762
2015-01-11,0.27088948787062,0.15691158156911583,0.03629032258064516,0.14473684210526314,0.16703296703296702,0.3803418803418804,0.2973451327433629,0.21824480369515015,0.23520485584218512,0.2735593220338983
2015-01-12,0.4245283018867925,0.029887920298879204,0.08669354838709678,0.3684210526315789,0.5120879120879122,0.2777777777777778,0.3787610619469027,0.548498845265589,0.07132018209408195,0.2966101694915254
2015-01-13,0.5849056603773586,0.024906600249066005,0.10786290322580645,0.4276315789473684,0.6901098901098902,0.26282051282051283,0.41415929203539825,0.6789838337182448,0.01669195751138089,0.13694915254237286
